ID;Hindi Synset ID;Sanskrit;Hindi;Assamiya;Oriya;Urdu;Kannada;Kashmiri;Gujarati;Tamil;Telugu;Punjabi;Bangla;Marathi;Malayalam;Sindhi
323;2177;ओष्ठ;ओष्ठ;ओष्ठ;ओष्ठ;null;ओष्ठ;ओष्ठ;ओष्ठ;ओष्ठम्;ओष्ठमु;null;ओष्ट;ओष्ठ;ओष्ठम्;null
324;3941;औपचारिक;औपचारिक;औपचारिक;औपचारिक;null;औपचारिक;null;औपचारिक;null;औपचरिमु;null;औपचारिक;औपचारिक;औपचारिकम्;औपचारिक
325;3945;कंकण;कंकण;कंकण;कंकण;null;कंकण;कंकण;कंकण;कंकणम्;कंकणमु;कंकण;कंकण;कंकण;कंकणम्;कंकण
326;2030;कंकाल;कंकाल;कँकाल;कंकाल;null;कंकाल;कंकाल;कंकाल;कंकालम्;कंकालमु;कंकाल;कंकाल;कंकाल;null;कंकाल
327;1628;कंज;कंज;कंञ्ज;कंज;null;कंज;null;कंज;कंजन्;कंजमु;कंज;कंज;कंज;कंजम्;null
328;4313;कंटक;कंटक;कंटक;कंटक;null;कंटक;कंटक;कंटक;कंटकम्;कंटकमु;कंटक;कंटक;कंटक;कंटकम्;null
329;5076;कंठ;कंठ;कंण्ठ;कंठ;कंठ;कंठ;कंठ;कंठ;कंठम्;कंठमु;कंठ;कंठ;कंठ;कंठम्;कंठ
330;9821;कंठाग्र;कंठाग्र;कंठाग्र;कंठाग्र;null;_;कंठाग्र;कंठाग्र;null;कंठाग्रमु;null;कंठाग्र;कंठाग्र;कंठाग्रम्;कंठाग्र
331;4932;कंथा;कंथा;कन्था;कंथा;null;कंथा;कंथा;null;कंथा;कंथा;कंथा;कंथा;कंथा;null;null
332;3955;कंद;कंद;कन्द;कंद;null;कंद;कंद;कंद;कंदम्;कंदमु;कंद;कंद;कंद;कंदम्;कंद
333;3959;कंदरा;कंदरा;कन्दरा;कंदरा;null;कंदरा;null;कंदरा;कंदरम्;कंदरमु;कंदरा;कंदरा;कंदरा;कंदरा;कंदरा
334;1988;कंदर्प;कंदर्प;कंन्दर्प;कंदर्प;null;कंदर्प;null;कंदर्प;कंदर्पन्;कंदर्पडु;null;कंदर्प;कंदर्प;कंदर्पन्;null
335;10279;कंप;कंप;कम्पन;कंप;null;कम्प;कंप;कंप;कंपम्;कंपमु;कंप;कंप;कंप;कंपम्;null
336;3552;कक्ष;कक्ष;कक्ष;कक्ष;null;कक्ष;कक्ष;कक्ष;कक्षम्;कक्षमु;null;कक्ष;कक्ष;कक्षम्;कक्ष
337;8098;कक्षा;कक्षा;कक्षा;कक्षा;null;null;null;कक्षा;null;कक्षा;null;कक्षा;कक्षा;null;कक्षा
338;21581;कच;कच;कच;कच;null;कच;null;कच;null;कचमु;null;कच;कच;कचम्;null
339;not in HWN;कज्जल;कज्जल;कज्जल;कज्जवळ;null;कज्जल;कज्जल;कज्जल;null;कज्जलमु;कज्जल;कज्जल;null;null;कज्जल
340;25013;कटक;कटक;कटक;कटक;कटक;कटक;null;कटक;कडहम्;कटकमु;कटक;कटक;कटक;कटकम्;कटक
341;3736;कटाक्ष;कटाक्ष;कटाक्ष;कटाख्य;null;कटाक्ष;null;कटाक्ष;कटाक्षम्;कटाक्षमु;कटाक्ष;कटाक्ष;कटाक्ष;कटाक्षम्;कटाक्ष
342;1926;कटि;कटि;कटि;कटि;null;कटि;null;कटि;कटि;कटि;null;कटि;कटि;कटि;null
343;3993;कटु;कटु;कटु;कटु;null;कटु;कटु;कटु;कडुहम;कटुवु;null;कटु;कटु;कटु;कटु
344;11241;कठिन;कठिन;कठिन;कठिन;कठिन;कठिण;कठिन;कठिनम्;कठिनमु;कठिन;कठिन;कठिन;कठिन;कठिनम्;कठिन
345;2641;कठोर;कठोर;कठोर;कठोर;कठोर;कठोर;null;कठोर;कडोरम;कठोरमु;कठोर;कठोर;कठोर;कठोरम्;कठोर
346;2593;कण;कण;कण;कण;कण;कण;कण;कण;null;कणमु;कण;कण;कण;कणम्;कण
347;13148;कतिपय;कतिपय;कतिपय;कतिपय;null;कतिपय;null;कतिपय;null;_;कतिपय;कतिपय;कतिपय;_;null
348;1585;कथन;कथन;कथन;कथन;null;कथन;null;कथन;null;कथनमु;कथन;कथन;कथन;कथनम्;कथन
349;4039;कथा;कथा;कथा;कथा;कथा;कथा;कथा;कथा;कदै;कथा;कथा;कथा;कथा;कथा;कथा
350;28885;कथानक;कथानक;कथानिक;कथानक;null;कथानक;null;कथानक;_;कथानिक;कथानक;कथानक;कथानक;null;कथानक
351;not in HWN;कदर्थ;कदर्थ;कदर्थ;कदर्थ;null;कदर्थ;null;कदर्थ;_;कदर्थमु;null;कदर्थ;null;null;null
352;4506;कदली;कदली;कदली;कदकी;कदली;कदलि;null;कदली;कदलि;कदली;_;कदली;कदली;कदली;कदली
353;3045;कनक(म्);कनक;कनक;कनक;कनक;कनक;कनक;कनक;कनहम्;कनकमु;कनक;कनक;कनक;कनकम्;कनक
354;4050;कनिष्ठ;कनिष्ठ;कनिष्ठ;कनिष्ठ;null;कनिष्ठ;कनिष्ठ;कनिष्ठ;कनिष्ठन्;कनिष्ठमु;null;कनिष्ठ;कनिष्ठ;कनिष्ठन्;कनिष्ठ
355;3646;कन्या;कन्या;कन्या;कन्या;कन्या;कन्या;कन्या;कन्या;कन्नि;कन्य;कन्या;कन्या;कन्या;कन्या;कन्या
356;5298;कपट;कपट;कपट;कपट;कपट;कपट;कपट;कपट;कबड़म्;कपटमु;कपट;कपट;कपट;कपटम्;कपट
357;4363;कपाट;कपाट;कपाट;कपाट;null;कपाट;कपाट;कपाट;कपाड़म्;कपाटमु;कपाट;कपाट;कपाट;कपाटम्;कपाट
358;10988;कपाल;कपाल;कपाल;कपाल;कपाल;कपाल;कपाल;कपाल;कपालम्;कपालमु;कपाल;कपाल;कपाल;कपालम्;कपाल
359;4066;कपि;कपि;कपि;कपि;null;कपि;null;कपि;कपि;कपि;null;कपि;कपि;कपि;null
360;4071;कपोत;कपोत;कपोत;कपोत;null;कपोत;कपोत;कपोत;कपोतम्;कपोतमु;null;कपोत;कपोत;कपोतम्;null
361;4880;कपोल;कपोल;कपोल;कपोल;null;कपोल;null;कपोल;कपोलम्;कपोलमु;null;कपोल;कपोल;कपोलम्;null
362;3026;कमनीय;कमनीय;कमनीय;कमनीय;null;कमनीय;null;कमनीय;null;कमनीयमु;null;कमनीय;कमनीय;कमनीयम्;null
363;1628;कमल;कमल;कमल;कमल;null;कमल;कमल;कमल;कमलम्;कमलमु;कमल;कमल;कमल;कमलम्;कमल
364;806;कम्बल;कम्बल;कम्बल;कम्बल;कम्बल;कम्बल;कम्बल;कम्बल;null;कम्बलमु;कम्बल;कम्बल;null;कम्बलम्;कम्बल
365;4107;कर;कर;कर;कर;कर;कर;कर;कर;करम्;करमु;कर;कर;कर;करम्;करम्
366;1633;करुणा;करुणा;करुणा;करुणा;null;करुणा;null;करुणा;करुणै;करुणा;करुणा;करुणा;करुणा;करुणा;करुणा
367;4177;कर्कश;कर्कश;कर्कश;कर्कश;null;कर्कश;कर्कश;कर्कश;null;कर्कशमु;null;कर्कश;कर्कश;कर्कशम्;कर्कश
368;987;कर्ण;कर्ण;कर्ण;कर्ण;करण;कर्ण;कर्ण;कर्ण;करणम्;कर्णमु;कर्ण;कर्ण;कर्ण;कर्णम्;कर्ण
369;4513;कर्तनी;कर्तनी;कर्तनी;कर्तनी;null;कर्तरि;null;कर्तनी;null;कर्तरि;null;null;कर्तनी;कर्तनी;कर्तनी
370;4140;कर्त्तव्य;कर्त्तव्य;कर्त्तव्य;कर्त्तव्य;null;कर्त्तव्य;कर्त्तव्य;कर्त्तव्य;कर्त्तवियम्;कर्त्तव्यमु;कर्त्तव्य;कर्त्तव्य;कर्त्तव्य;कर्त्तव्यम्;कर्त्तव्य
371;35186;कर्मण्य;कर्मण्य;कर्मण्य;कर्मण्य;null;कर्मण्य;null;कर्मण्य;null;कर्मण्यमु;null;कर्मण्य;कर्मण्य;कर्मण्यन्;null
372;863;कर्मेन्द्रिय;कर्मेन्द्रिय;कर्मेन्द्रिय;कर्मेन्द्रिय;null;कर्मेन्द्रिय;कर्मेन्द्रिय;कर्मेन्द्रिय;करूमेन्दिरियम्;कर्मेन्द्रियमु;कर्मेन्द्रिय;कर्मेन्द्रिय;कर्मेन्द्रिय;कर्मेन्द्रियम्;कर्मेन्द्रिय
373;178;कलंक;कलंक;कलंक;कलंक;कलंक;कलंक;कलंक;कलंक;कलंगम्;कलंकमु;कलंक;कलंक;कलंक;कलंकम्;कलंक
374;4186;कलश;कलश;कलश;कलश;null;कलश;कलश;कलश;कलशम्;कलशमु;कलश;कलश;कलश;कलशम्;कलश
375;4195;कलह;कलह;कलह;कलह;null;कलह;null;कलह;कलहम्;कलहमु;कलह;कलह;कलह;कलहम्;कलह
376;1642;कला;कला;कला;कला;कला;कले;कला;कला;कलै;कला;कला;कला;कला;कला;कला
377;2901;कली;कली;कली;कली;कली;null;null;कली;null;कलिक;कली;कली;कली;कलि;कली
378;4786;कलुष;कलुष;कलुष;कलुष;null;कलुष;कलुष;कलुष;कलुषम्;कलुषमु;null;कलुष;कलुष;कलुषम्;null
379;1961;कलेवर;कलेवर;कलेवर;कलेवर;null;कलेवर;null;कलेवर;कलेवर;कलेबरमु;कलेवर;कलेवर;कलेवर;कलेवरम्;null
380;108;कल्पना;कल्पना;कल्पना;कल्पना;null;कल्पन;कल्पना;कल्पना;कर्पनै;कल्पन;कल्पना;कल्पना;कल्पना;कल्पना;कल्पना
381;582;कल्याण;कल्याण;कल्याण;कल्याण;कल्याण;कल्याण;कल्याण;कल्याण;कल्याणम्;कल्याणमु;कल्याण;कल्याण;कल्याण;कल्याणम्;कल्याण
382;12209;कवच;कवच;कवच;कबच;null;कवच;कवच;कवच;कवचम्;कवचमु;कवच;कवच;कवच;कवचम्;कवच
383;4220;कवि;कवि;कवि;कबि;null;कवि;null;कवि;कवि;कवि;कवि;कवि;कवि;कवि;कवि
384;1630;कविता;कविता;कविता;कविता;null;कविता;कविता;कविता;कविदै;कविता;कविता;कविता;कविता;कविता;कविता
385;1454;कषाय;कषाय;null;कषाय;null;कषाय;null;कषाय;null;कषायमु;null;कषाय;कषाय;कषायम्;null
386;4224;कष्ट;कष्ट;कष्ट;कष्ट;कष्ट;कष्ट;कष्ट;कष्ट;कष्टम्;कष्टमु;कष्ट;कष्ट;कष्ट;कष्टम्;कष्ट
387;3454;कांति;कांति;कांति;कांति;null;कांति;null;कांति;कांति;कांति;कांति;कांति;कांति;कांति;कांति
388;2551;कानन;कानन;कानन;कानन;null;कानन;null;कानन;कानहम्;काननमु;null;कानन;कानन;काननम्;कानन
389;183;काम;काम;काम;काम;काम;काम;काम;काम;कामम्;काममु;काम;काम;काम;कामम्;काम
390;4515;कारागार;कारागार;कारागार;कारागार;null;कारागार;कारागार;कारागार;काराक्किरहम्;कारागारमु;null;कारागार;कारागार;कारागारम्;कारागार
391;183;कार्य;कार्य;कार्य;कार्य;null;कार्य;null;कार्य;कारियम्;कार्यमु;कार्य;कार्य;कार्य;कार्यम्;कार्य
392;3980;कार्यालय;कार्यालय;कार्यालय;कार्ज्यालय;null;कार्यालय;कार्यालय;कार्यालय;कारियालम;कार्यालयमु;कार्यालय;कार्यालय;कार्यालय;कार्यालयम्;कार्यालय
393;878;काल;काल;काल;काल;काल;काल;काल;काल;कालम्;कालमु;काल;काल;काल;कालम्;काल
394;1630;काव्य;काव्य;काव्य;काव्य;null;काव्य;काव्य;काव्य;कवियम्;काव्यमु;काव्य;काव्य;काव्य;काव्यम्;काव्य
395;4273;काष्ठ;काष्ठ;काष्ठ;काष्ठ;null;काष्ठ;null;काष्ठ;null;काष्ठमु;काष्ठ;काष्ठ;काष्ठ;काष्ठम्;काष्ठ
396;7798;किरण;किरण;null;किरण;किरण;किरण;किरण;किरण;किरणम्;किरणमु;किरण;किरण;किरण;किरणम्;किरण
397;4364;किशोर;किशोर;किशोर;किशोर;किशोर;किशोर;null;किशोर;null;किशोरुडु;किशोर;किशोर;किशोर;किशोरन्;किशोर
398;4374;कीट;कीट;कीट;कीट;कीट;कीट;null;कीट;कीटम्;कीटमु;कीट;कीट;कीट;कीटम्;कीट
399;3014;कीर्तन;कीर्तन;कीर्तन;कीर्तन;null;कीर्तन;कीर्तन;कीर्तन;कीर्तनम्;कीर्तनमु;कीर्तन;कीर्तन;कीर्तन;कीर्तनम्;कीर्तन
400;1142;कीर्ति;कीर्ति;कीर्ति;कीर्ति;null;कीर्ति;कीर्ति;कीर्ति;कीर्ति;कीर्ति;कीर्ति;कीर्ति;कीर्ति;कीर्ति;कीर्ति
401;not in HWN;कुंजिका;कुंजिका;null;कुंचिका;null;कुंचिके;कुंजिका;कुंजिका;null;कुंजिका;null;कुंजिका;कुंजिका;कुंजिका;कुंजिका
402;13087;कुंठा;कुंठा;कुंठा;कुंठा;null;null;null;कुंठा;null;null;कुंठा;कुंठा;कुंठा;कुंठा;कुंठा
403;5631;कुंडल;कुंडल;कुंडल;कुंडल;कुंडल;कुंडल;कुंडल;कुंडल;कुंडलम्;कुंडलमु;कुंडल;कुंडल;कुंडल;कुंडलम्;कुंडल
404;6143;कुंभ;कुंभ;कुंभ;कुंभ;कुंभ;कुंभ;कुंभ;कुंभ;कुंभम्;कुंभमु;कुंभ;कुंभ;कुंभ;कुंभम्;कुंभ
405;3872;कुच;कुच;कुच;कुच;null;कुच;null;कुच;कुचम्;कुचमु;null;कुच;कुच;कुचम्;null
406;1515;कुटिल;कुटिल;कुटिल;कुटिल;null;कुटिल;कुटिल;कुटिल;कुटिलम्;कुटिलमु;null;कुटिल;कुटिल;कुटिलन्;कुटिल
407;4386;कुटी;कुटी;कुटीर;कुटी;कुटी;कुटी;कुटीर;कुटी;कुडिगै;कुटीरमु;कुटी;कुटी;कुटी;कुटी;कुटी
408;4388;कुटुंब;कुटुंब;कुटुंब;कुटुंब;कुटुंब;कुटुंब;कुटुंब;कुटुंब;कुटुंबम्;कुटुंबमु;कुटुंब;कुटुंब;कुटुंब;कुटुंबम्;कुटुंब
409;3373;कुमार;कुमार;कुमार;कुमार;कुमार;कुमार;कुमार;कुमार;कुमारन्;कुमारनडु;कुमार;कुमार;कुमार;कुमारन्;कुमार
410;4401;कुमारी;कुमारी;कुमारी;कुमारी;कुमारी;कुमारि;कुमारी;कुमारी;कुमारी;कुमारि;कुमारी;कुमारी;कुमारी;कुमारी;कुमारी
411;1144;कुल;कुल;कुल;कुल;कुल;कुल;कुल;कुल;कुलम्;कुलमु;कुल;कुल;कुल;कुलम्;कुल
412;4383;कुलाल;कुलाल;कुलाल;कुलाल;कुलाल;कुलाल;कुलाल;कुलाल;कुलालन्;कुलालुडु;null;कुलाल;कुलाल;कुलालन्;कुलाल
413;29;कुशल;कुशल;कुशल;कुशल;कुशल;कुशल;कुशल;कुशल;कुशलम्;कुशलमु;कुशल;कुशल;कुशल;कुशलम्;कुशल
414;4420;कुष्ठ;कुष्ठ;कुष्ठ;कुष्ठ;null;कुष्ठ;कुष्ठ;कुष्ठ;कुष्ठम्;कुष्ठु;null;कुष्ठ;कुष्ठ;कुष्ठम्;कुष्ठ
415;4422;कुसुम;कुसुम;कुसुम;कुसुम;null;कुसुम;कुसुम;कुसुम;कुसुमम्;कुसुममु;null;कुसुम;कुसुम;कुसुमम्;कुसुम
416;4384;कूप;कूप;कूप;कूप;null;कूप;कूप;कूप;कूपम्;कूपमु;null;कूप;कूप;कूप;कूप
417;183;कृति;कृति;कृति;कृति;null;कृति;कृति;कृति;कृदि;कृति;null;कृति;कृति;कृति;कृति
418;183;कृत्य;कृत्य;कृत्य;कृत्य;null;कृत्य;कृत्य;कृत्य;किरुत्तियम्;कृत्यमु;null;कृत्य;null;कृत्यम्;null
419;3950;कृपण;कृपण;कृपण;कृपण;null;कृपण;कृपण;कृपण;किरूपणन्;कृपणुडु;null;कृपण;कृपण;कृपणन्;null
420;1633;कृपा;कृपा;कृपा;कृपा;कृपा;कृपे;कृपा;कृपा;कृरुपै;कृप;कृपा;कृपा;कृपा;कृपा;कृपा
421;3989;कृपाण;कृपाण;कृपाण;कृपाण;null;कृपाण;कृपाण;कृपाण;null;कृपाणमु;कृपाण;कृपाण;कृपाण;कृपाणम्;कृपाण
422;3766;कृषक;कृषक;कृषक;कृषक;null;कृषिक;कृषक;कृषक;किरुषकन;कर्षकुडु;null;कृषक;कृषक;null;कृषक
423;1819;कृषि;कृषि;कृषि;कृषि;null;कृषि;null;कृषि;किरुषि;कृषि;null;कृषि;कृषि;कृषि;कृषि
424;2472;कृष्ण;कृष्ण;कृष्ण;कृष्ण;कृष्ण;कृष्ण;कृष्ण;कृष्ण;किरुष्णन;कृष्णुडु;कृष्ण;कृष्ण;कृष्ण;कृष्णन्;कृष्ण
425;2587;केन्द्र;केंद्र;केन्द्र;केन्द्र;null;केन्द्र;केन्द्र;केन्द्र;केन्दिरम्;केन्द्रमु;केन्द्र;केन्द्र;केन्द्र;केन्द्रम्;केन्द्र
426;4509;केवल;केवल;केवल;केवल;केवल;केवल;केवल;केवल;केवलम्;केवलमु;केवल;केवल;केवल;केवलम्;केवल
427;4508;केश;केश;केश;केश;केस;केश;केश;केश;केशम्;केशमु;केश;केश;केश;केशम्;केश
428;749;कोकिल;कोकिल;कोकिल;कोकिल;कोकिल;कोकिल;कोकिल;कोकिल;कोकिलम्;कोकिल;null;कोकिल;कोकिल;कोकिलम्;null
429;15838;कोटि;कोटि;कोटि;कोटि;null;कोटि;कोटि;कोटि;कोड़ि;कोटि;कोटि;कोटि;कोटि;कोटि;कोटि
430;4591;कोण;कोण;कोण;कोण;null;कोण;कोण;कोण;कोणम्;कोणमु;कोण;कोण;कोण;कोणम्;कोण
431;2817;कोप;कोप;कोप;कोप;कोप;कोप;कोप;कोप;कोपम्;कोपमु;कोप;कोप;कोप;कोपम्;कोप
432;6382;कोमल;कोमल;कोमल;कोमल;कोमल;कोमल;कोमल;कोमल;कोमलम्;कोमलमु;कोमल;कोमल;कोमल;कोमलम्;कोमल
433;38342;कोश;कोश;कोश;कोश;null;कोश;कोश, कोष;कोश;कोशम्;कोशमु;कोश;कोश;कोश;कोशम्;कोश
434;382;कोष्ठक;कोष्ठक;कोष्ठक;कोष्ठक;null;कोष्ठक;कोष्ठक;कोष्ठक;null;कोष्ठकम्;null;कोष्ठक;कोष्ठक;कोष्ठकम्;कोष्ठक
435;1062;कौमुदी;कौमुदी;कौमुदी;कौमुदी;null;कौमुदी;कौमुदी;कौमुदी;null;कौमुदि;null;कौमुदी;कौमुदी;कौमुदी;null
436;3388;कौशल;कौशल;कौशल;कौशल;null;कौशल;कौशल;कौशल;null;कौशलमु;null;कौशल;null;कौशलम्;कौशल
437;5972;क्रम;क्रम;क्रम;क्रम;null;क्रम;क्रम;क्रम;क्रमम्;क्रममु;क्रम;क्रम;क्रम;क्रमम्;क्रम
438;28665;क्रमांक;क्रमांक;क्रमांक;क्रमांक;null;क्रमांक;null;क्रमांक;null;null;क्रमांक;क्रमांक;क्रमांक;null;null
439;4559;क्रय;क्रय;क्रय;क्रय;null;क्रय;क्रय;क्रय;क्रयम्;क्रयम्;null;क्रय;क्रय;क्रयम्;null
440;4560;क्रान्ति;क्रांति;क्रान्ति;क्रान्ति;null;क्रान्ति;null;क्रान्ति;null;क्रान्ति;क्रान्ति;क्रान्ति;क्रान्ति;क्रान्ति;क्रान्ति
441;150;क्रिया;क्रिया;क्रिया;क्रिया;null;क्रिय;क्रिया;क्रिया;क्रियै;क्रिय;क्रिया;क्रिया;क्रिया;क्रिया;क्रिया
442;672;क्रीडा;क्रीड़ा;क्रीड़ा;क्रीड़ा;null;क्रीड;क्रीड़ा;क्रीड़ा;किरीडै;क्रीड़;null;क्रीड़ा;क्रीड़ा;क्रीडा;क्रीड़ा
443;2641;क्रूर;क्रूर;क्रूर;क्रूर;null;क्रूर;क्रूर;क्रूर;कुरूरम्;क्रूरूडु;null;क्रूर;क्रूर;क्रूरन्;क्रूर
444;3215;क्रेता;क्रेता;क्रेता;क्रेता;null;null;null;क्रेता;null;क्रेत;null;क्रेता;क्रेता;null;null
445;2817;क्रोध;क्रोध;क्रोध;क्रोध;क्रोध;क्रोध;क्रोध;क्रोध;कुरोदम्;क्रोधमु;क्रोध;क्रोध;क्रोध;क्रोधम्;null
446;13855;क्लिष्ट;क्लिष्ट;क्लिष्ट;क्लिष्ट;null;क्लिष्ट;क्लिष्ट;क्लिष्ट;null;क्लिष्टम्;null;क्लिष्टम्;क्लिष्ट;क्लिष्टम्;null
447;1403;क्लेश;क्लेश;क्लेश;क्लेश;क्लेश;क्लेश;क्लेश;क्लेश;क्लेशम्;क्लेशम्;क्लेश;क्लेश;क्लेश;क्लेशम्;क्लेश
448;4569;क्षण;क्षण;क्षण;ख्यण;null;क्षण;क्षण;क्षण;क्षणम्;क्षणमु;क्षण;क्षण;क्षण;क्षणम्;क्षण
449;36227;क्षति;क्षति;क्षति;ख्यति;null;क्षति;क्षति;क्षति;null;क्षति;null;क्षति;क्षति;क्षति;null
450;2942;क्षमा;क्षमा;क्षमा;ख्यमा;null;क्षमा;क्षमा;क्षमा;null;क्षम;क्षमा;क्षमा;क्षमा;क्षमा;क्षमा
451;4574;क्षय;क्षय;क्षय;ख्य;null;क्षय;क्षय;क्षय;क्षयम्;क्षयमु;null;क्षय;क्षय;क्षयम्;क्षय
452;2125;क्षार;क्षार;क्षार;खार;null;क्षार;क्षार;क्षार;क्षारम्;क्षारमु;क्षार;क्षार;क्षार;क्षारम्;क्षार
453;13440;क्षीण;क्षीण;क्षीण;क्षीण;null;क्षीण;क्षीण;क्षीण;क्षीणम्;क्षीणमु;null;क्षीण;क्षीण;क्षीणम्;क्षीण
454;425;क्षीर;क्षीर;क्षीर;क्षीर;null;क्षीर;क्षीर;क्षीर;क्षीरम्;क्षीरमु;क्षीर;क्षीर;क्षीर;क्षीरम्;क्षीर
455;2265;क्षुद्र;क्षुद्र;क्षुद्र;खुद्र;null;क्षुद्र;क्षुद्र;क्षुद्र;क्षुत्रिरम्;क्षुद्रमु;क्षुद्र;क्षुद्र;क्षुद्र;क्षुद्र;null
456;7434;क्षुधा;क्षुधा;क्षुधा;ख्युधा;null;क्षुधा;क्षुधा;क्षुधा;क्षुत्रु;क्षुध;क्षुधा;क्षुधा;क्षुधा;क्षुधा;क्षुधा
457;2022;क्षेत्र;क्षेत्र;क्षेत्र;खेत्र;null;क्षेत्र;क्षेत्र;क्षेत्र;क्षेत्रिरम्;क्षेत्रमु;क्षेत्र;क्षेत्र;क्षेत्र;क्षेत्रम्;क्षेत्र
458;2817;क्षोभ;क्षोभ;क्षोभ;ख्योम;null;क्षोभ;क्षोभ;क्षोभ;null;क्षोभमु;null;क्षोभ;क्षोभ;क्षोभम्;null
459;1957;खंड;खंड;खंड;खंड;null;खंड;खंड;खंड;खंडम्;खंडमु;खंड;खंड;खंड;खंडम्;खंड
460;3878;खंडन;खंडन;खंडन;खंडन;null;खंडन;खंडन;खंडन;खंडनम्;खंडनमु;खंडन;खंडन;खंडन;खंडनम्;खंडन
461;222;खल;खल;खल;खल;null;खल;खल;खल;null;खलुडु;null;खल;खल;खलन्;null
462;2187;खेद;खेद;खेद;खेद;खेद;खेद;खेद;खेद;null;खेदमु;खेद;खेद;खेद;खेदम्;खेद
463;1142;ख्याति;ख्याति;ख्याति;ख्याति;null;ख्याति;ख्याति;ख्याति;null;ख्याति;null;ख्याति;ख्याति;ख्याति;ख्याति
464;4791;गंध;गंध;गंध;गंध;गंध;गंध;गंध;गंध;गंधम्;गंधमु;गंध;गंध;गंध;गंधम्;गंध
465;2420;गंभीर;गंभीर;गंभीर;गंभीर;गंभीर;गंभीर;गंभीर;गंभीर;गंभीरम्;गंभीरमु;गंभीर;गंभीर;गंभीर;गंभीरम्;गंभीर
466;2176;गगन;गगन;गगन;गगन;गगन;गगन;गगन;गगन;null;गगनमु;गगन;गगन;गगन;गगनम्;गगन
467;3226;गज;गज;गज;गज;गज;गज;गज;गज;गजम्;गजमु;गज;गज;गज;गजम्;गज
468;10729;गण;गण;गण;गण;null;गण;गण;गण;गणम्;गणमु;null;गण;गण;गणम्;गण
469;4823;गणित;गणित;गणित;गणित;null;गणित;गणित;गणित;गणिदम्;blank;null;गणित;गणित;गणितम्;गणितम्
470;2623;गत;गत;गत;गत;null;गत;गत;गत;null;गतमु;null;गत;गत;गतम्;null
471;10368;गति;गति;गति;गति;गति;गति;गति;गति;गदि;गति;गति;गति;गति;गति;गति
472;1631;गद्य;गद्य;गद्य;गद्य;null;गद्य;गद्य;गद्य;गद्दिदयम्;गद्यमु;गद्य;गद्य;गद्य;गद्यम्;गद्य
473;3427;गरिमा;गरिमा;गरिमा;गरिमा;null;गरिमे;गरिमा;गरिमा;गरिमा;गरिमा;null;गरिमा;गरिमा;गरिमा;null
474;4865;गरिष्ठ;गरिष्ठ;गरिष्ठ;गरिष्ठ;null;गरिष्ठ;गरिष्ठ;गरिष्ठ;null;गरिष्ठमु;null;गरिष्ठ;गरिष्ठ;गरिष्ठम्;null
475;4520;गर्भ;गर्भ;गर्भ;गर्भ;गर्भ;गर्भ;गर्भ;गर्भ;गर्भभ;गर्भमु;गर्भ;गर्भ;गर्भ;गर्भाम्;गर्भ
476;9515;गर्व;गर्व;गर्व;गर्व;null;गर्व;गर्व;गर्व;गर्वम्;गर्वमु;गर्व;गर्व;गर्व;गर्व;गर्व
477;138;गवेषणा;गवेषणा;गवेषणा;गवेषणा;null;null;null;गवेषणा;null;गवेषणा;null;गवेषणा;गवेषणा;गवेषणा;null
478;2340;गिरि;गिरि;गिरि;गिरि;null;गिरि;null;गिरि;गिरि;गिरि;null;गिरि;गिरि;गिरि;गिरि
479;not in HWN;गुंफ;गुंफ;गुंफ;गुंफ;null;गुंफ;गुंफ;गुंफ;null;गुंफनमु;null;गुंफ;null;null;null
480;9890;गुच्छ;गुच्छ;गुच्छ;गुच्छ;null;गुच्छ;गुच्छ;गुच्छ;null;गुच्छमु;गुच्छ;गुच्छ;गुच्छ;गुच्छम्;गुच्छ
481;1376;गुण;गुण;गुण;गुण;गुण;गुण;गुण;गुण;गुणम्;गुणमु;गुण;गुण;गुण;गुणम्;गुण
482;315;गुणन;गुणन;गुणन;गुणन;null;गुणन;गुणन;गुणन;null;गुणनमु;गुणन;गुणन;null;गुणन्;null
483;3316;गुरु ;गुरु ;गुरु ;गुरु ;गुरु ;गुरु ;गुरु ;गुरु ;गुरु ;गुरुवु;गुरु ;गुरु ;गुरु ;गुरु ;गुरु 
484;2609;गूढ;गूढ़;गूढ़;गूढ़;null;गूढ़;गूढ़;गूढ़;गूढ़म्;गूढ़मु;गूढ़;गूढ़;गूढ़;गूढ़म्;गूढ़
485;3936;गृहिणी;गृहिणी;गृहिणी;गृहिणी;null;गृहिणी;गृहिणी;गृहिणी;null;गृहणी;null;गृहणी;गृहणी;गृहणी;null
486;4967;गोत्र;गोत्र;गोत्र;गोत्र;null;गोत्र;गोत्र;गोत्र;गोत्रिरम्;गोत्रमु;गोत्र;गोत्र;गोत्र;गोत्रम्;गोत्र
487;1996;गौण;गौण;गौण;गौण;null;गौण;null;गौण;null;गौणमु;गौण;गौण;गौण;गौणम्;null
488;10836;ग्रंथ;ग्रंथ;ग्रंथ;ग्रंथ;ग्रंथ;ग्रंथ;ग्रंथ;ग्रंथ;ग्रंदम्;ग्रंदमु;ग्रंथ;ग्रंथ;ग्रंथ;ग्रंथम्;ग्रंथ
489;5003;ग्रन्थि;ग्रन्थि;ग्रंन्थि;ग्रन्थि;null;ग्रन्थि;ग्रन्थि;ग्रन्थि;ग्रंदि;ग्रंथि;null;ग्रन्थि;ग्रन्थि;ग्रन्थि;null
